node_id,industry_id,industry_name
2369,87,Manufacture of electrical machinery and apparatus n.e.c. (31)
2370,88,"Manufacture of radio, television and communication equipment and apparatus (32)"
2371,89,"Manufacture of medical, precision and optical instruments, watches and clocks (33)"
2372,90,"Manufacture of motor vehicles, trailers and semi-trailers (34)"
2373,91,Manufacture of other transport equipment (35)
2374,92,Manufacture of furniture; manufacturing n.e.c. (36)
2375,93,Recycling of waste and scrap
2376,94,Recycling of bottles by direct reuse
2377,95,Production of electricity by coal
2378,96,Production of electricity by gas
2379,97,Production of electricity by nuclear
2380,98,Production of electricity by hydro
2381,99,Production of electricity by wind
2382,100,Production of electricity by petroleum and other oil derivatives
2383,101,Production of electricity by biomass and waste
2384,102,Production of electricity by solar photovoltaic
2385,103,Production of electricity by solar thermal
2386,104,"Production of electricity by tide, wave, ocean"
2387,105,Production of electricity by Geothermal
2388,106,Production of electricity nec
2389,107,Transmission of electricity
2390,108,Distribution and trade of electricity
2391,109,Manufacture of gas; distribution of gaseous fuels through mains
2392,110,Steam and hot water supply
2393,111,"Collection, purification and distribution of water (41)"
2394,112,Construction (45)
2395,113,Re-processing of secondary construction material into aggregates
2396,114,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
2397,115,Retail sale of automotive fuel
2398,116,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)"
2399,117,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
2400,118,Hotels and restaurants (55)
2401,119,Transport via railways
2402,120,Other land transport
2403,121,Transport via pipelines
2404,122,Sea and coastal water transport
2405,123,Inland water transport
2406,124,Air transport (62)
2407,125,Supporting and auxiliary transport activities; activities of travel agencies (63)
2408,126,Post and telecommunications (64)
2409,127,"Financial intermediation, except insurance and pension funding (65)"
2410,128,"Insurance and pension funding, except compulsory social security (66)"
2411,129,Activities auxiliary to financial intermediation (67)
2412,130,Real estate activities (70)
2413,131,Renting of machinery and equipment without operator and of personal and household goods (71)
2414,132,Computer and related activities (72)
2415,133,Research and development (73)
2416,134,Other business activities (74)
2417,135,Public administration and defence; compulsory social security (75)
2418,136,Education (80)
2419,137,Health and social work (85)
2420,138,Incineration of waste: Food
2421,139,Incineration of waste: Paper
2422,140,Incineration of waste: Plastic
2423,141,Incineration of waste: Metals and Inert materials
2424,142,Incineration of waste: Textiles
2425,143,Incineration of waste: Wood
2426,144,Incineration of waste: Oil/Hazardous waste
2427,145,"Biogasification of food waste, incl. land application"
2428,146,"Biogasification of paper, incl. land application"
2429,147,"Biogasification of sewage slugde, incl. land application"
2430,148,"Composting of food waste, incl. land application"
2431,149,"Composting of paper and wood, incl. land application"
2432,150,"Waste water treatment, food"
2433,151,"Waste water treatment, other"
2434,152,Landfill of waste: Food
2435,153,Landfill of waste: Paper
2436,154,Landfill of waste: Plastic
2437,155,Landfill of waste: Inert/metal/hazardous
2438,156,Landfill of waste: Textiles
2439,157,Landfill of waste: Wood
2440,158,Activities of membership organisation n.e.c. (91)
2441,159,"Recreational, cultural and sporting activities (92)"
2442,160,Other service activities (93)
2443,161,Private households with employed persons (95)
2444,162,Extra-territorial organizations and bodies
2445,0,Cultivation of paddy rice
2446,1,Cultivation of wheat
2447,2,Cultivation of cereal grains nec
2448,3,"Cultivation of vegetables, fruit, nuts"
2449,4,Cultivation of oil seeds
2450,5,"Cultivation of sugar cane, sugar beet"
2451,6,Cultivation of plant-based fibers
2452,7,Cultivation of crops nec
2453,8,Cattle farming
2454,9,Pigs farming
2455,10,Poultry farming
2456,11,Meat animals nec
2457,12,Animal products nec
2458,13,Raw milk
2459,14,"Wool, silk-worm cocoons"
2460,15,"Manure treatment (conventional), storage and land application"
2461,16,"Manure treatment (biogas), storage and land application"
2462,17,"Forestry, logging and related service activities (02)"
2463,18,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
2464,19,Mining of coal and lignite; extraction of peat (10)
2465,20,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
2466,21,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
2467,22,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
2468,23,Mining of uranium and thorium ores (12)
2469,24,Mining of iron ores
2470,25,Mining of copper ores and concentrates
2471,26,Mining of nickel ores and concentrates
2472,27,Mining of aluminium ores and concentrates
2473,28,Mining of precious metal ores and concentrates
2474,29,"Mining of lead, zinc and tin ores and concentrates"
2475,30,Mining of other non-ferrous metal ores and concentrates
2476,31,Quarrying of stone
2477,32,Quarrying of sand and clay
2478,33,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
2479,34,Processing of meat cattle
2480,35,Processing of meat pigs
2481,36,Processing of meat poultry
2482,37,Production of meat products nec
2483,38,Processing vegetable oils and fats
2484,39,Processing of dairy products
2485,40,Processed rice
2486,41,Sugar refining
2487,42,Processing of Food products nec
2488,43,Manufacture of beverages
2489,44,Manufacture of fish products
2490,45,Manufacture of tobacco products (16)
2491,46,Manufacture of textiles (17)
2492,47,Manufacture of wearing apparel; dressing and dyeing of fur (18)
2493,48,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
2494,49,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
2495,50,Re-processing of secondary wood material into new wood material
2496,51,Pulp
2497,52,Re-processing of secondary paper into new pulp
2498,53,Paper
2499,54,"Publishing, printing and reproduction of recorded media (22)"
2500,55,Manufacture of coke oven products
2501,56,Petroleum Refinery
2502,57,Processing of nuclear fuel
2503,58,"Plastics, basic"
2504,59,Re-processing of secondary plastic into new plastic
2505,60,N-fertiliser
2506,61,P- and other fertiliser
2507,62,Chemicals nec
2508,63,Manufacture of rubber and plastic products (25)
2509,64,Manufacture of glass and glass products
2510,65,Re-processing of secondary glass into new glass
2511,66,Manufacture of ceramic goods
2512,67,"Manufacture of bricks, tiles and construction products, in baked clay"
2513,68,"Manufacture of cement, lime and plaster"
2514,69,Re-processing of ash into clinker
2515,70,Manufacture of other non-metallic mineral products n.e.c.
2516,71,Manufacture of basic iron and steel and of ferro-alloys and first products thereof
2517,72,Re-processing of secondary steel into new steel
2518,73,Precious metals production
2519,74,Re-processing of secondary preciuos metals into new preciuos metals
2520,75,Aluminium production
2521,76,Re-processing of secondary aluminium into new aluminium
2522,77,"Lead, zinc and tin production"
2523,78,"Re-processing of secondary lead into new lead, zinc and tin"
2524,79,Copper production
2525,80,Re-processing of secondary copper into new copper
2526,81,Other non-ferrous metal production
2527,82,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
2528,83,Casting of metals
2529,84,"Manufacture of fabricated metal products, except machinery and equipment (28)"
2530,85,Manufacture of machinery and equipment n.e.c. (29)
2531,86,Manufacture of office machinery and computers (30)
2532,87,Manufacture of electrical machinery and apparatus n.e.c. (31)
2533,88,"Manufacture of radio, television and communication equipment and apparatus (32)"
2534,89,"Manufacture of medical, precision and optical instruments, watches and clocks (33)"
2535,90,"Manufacture of motor vehicles, trailers and semi-trailers (34)"
2536,91,Manufacture of other transport equipment (35)
2537,92,Manufacture of furniture; manufacturing n.e.c. (36)
2538,93,Recycling of waste and scrap
2539,94,Recycling of bottles by direct reuse
2540,95,Production of electricity by coal
2541,96,Production of electricity by gas
2542,97,Production of electricity by nuclear
2543,98,Production of electricity by hydro
2544,99,Production of electricity by wind
2545,100,Production of electricity by petroleum and other oil derivatives
2546,101,Production of electricity by biomass and waste
2547,102,Production of electricity by solar photovoltaic
2548,103,Production of electricity by solar thermal
2549,104,"Production of electricity by tide, wave, ocean"
2550,105,Production of electricity by Geothermal
2551,106,Production of electricity nec
2552,107,Transmission of electricity
2553,108,Distribution and trade of electricity
2554,109,Manufacture of gas; distribution of gaseous fuels through mains
2555,110,Steam and hot water supply
2556,111,"Collection, purification and distribution of water (41)"
2557,112,Construction (45)
2558,113,Re-processing of secondary construction material into aggregates
2559,114,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
2560,115,Retail sale of automotive fuel
2561,116,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)"
2562,117,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
2563,118,Hotels and restaurants (55)
2564,119,Transport via railways
2565,120,Other land transport
2566,121,Transport via pipelines
2567,122,Sea and coastal water transport
2568,123,Inland water transport
2569,124,Air transport (62)
2570,125,Supporting and auxiliary transport activities; activities of travel agencies (63)
2571,126,Post and telecommunications (64)
2572,127,"Financial intermediation, except insurance and pension funding (65)"
2573,128,"Insurance and pension funding, except compulsory social security (66)"
2574,129,Activities auxiliary to financial intermediation (67)
2575,130,Real estate activities (70)
2576,131,Renting of machinery and equipment without operator and of personal and household goods (71)
2577,132,Computer and related activities (72)
2578,133,Research and development (73)
2579,134,Other business activities (74)
2580,135,Public administration and defence; compulsory social security (75)
2581,136,Education (80)
2582,137,Health and social work (85)
2583,138,Incineration of waste: Food
2584,139,Incineration of waste: Paper
2585,140,Incineration of waste: Plastic
2586,141,Incineration of waste: Metals and Inert materials
2587,142,Incineration of waste: Textiles
2588,143,Incineration of waste: Wood
2589,144,Incineration of waste: Oil/Hazardous waste
2590,145,"Biogasification of food waste, incl. land application"
2591,146,"Biogasification of paper, incl. land application"
2592,147,"Biogasification of sewage slugde, incl. land application"
2593,148,"Composting of food waste, incl. land application"
2594,149,"Composting of paper and wood, incl. land application"
2595,150,"Waste water treatment, food"
2596,151,"Waste water treatment, other"
2597,152,Landfill of waste: Food
2598,153,Landfill of waste: Paper
2599,154,Landfill of waste: Plastic
2600,155,Landfill of waste: Inert/metal/hazardous
2601,156,Landfill of waste: Textiles
2602,157,Landfill of waste: Wood
2603,158,Activities of membership organisation n.e.c. (91)
2604,159,"Recreational, cultural and sporting activities (92)"
2605,160,Other service activities (93)
2606,161,Private households with employed persons (95)
2607,162,Extra-territorial organizations and bodies
2608,0,Cultivation of paddy rice
2609,1,Cultivation of wheat
2610,2,Cultivation of cereal grains nec
2611,3,"Cultivation of vegetables, fruit, nuts"
2612,4,Cultivation of oil seeds
2613,5,"Cultivation of sugar cane, sugar beet"
2614,6,Cultivation of plant-based fibers
2615,7,Cultivation of crops nec
2616,8,Cattle farming
2617,9,Pigs farming
2618,10,Poultry farming
2619,11,Meat animals nec
2620,12,Animal products nec
2621,13,Raw milk
2622,14,"Wool, silk-worm cocoons"
2623,15,"Manure treatment (conventional), storage and land application"
2624,16,"Manure treatment (biogas), storage and land application"
2625,17,"Forestry, logging and related service activities (02)"
2626,18,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
2627,19,Mining of coal and lignite; extraction of peat (10)
2628,20,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
2629,21,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
2630,22,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
2631,23,Mining of uranium and thorium ores (12)
2632,24,Mining of iron ores
2633,25,Mining of copper ores and concentrates
2634,26,Mining of nickel ores and concentrates
2635,27,Mining of aluminium ores and concentrates
2636,28,Mining of precious metal ores and concentrates
2637,29,"Mining of lead, zinc and tin ores and concentrates"
2638,30,Mining of other non-ferrous metal ores and concentrates
2639,31,Quarrying of stone
2640,32,Quarrying of sand and clay
2641,33,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
2642,34,Processing of meat cattle
2643,35,Processing of meat pigs
2644,36,Processing of meat poultry
2645,37,Production of meat products nec
2646,38,Processing vegetable oils and fats
2647,39,Processing of dairy products
2648,40,Processed rice
2649,41,Sugar refining
2650,42,Processing of Food products nec
2651,43,Manufacture of beverages
2652,44,Manufacture of fish products
2653,45,Manufacture of tobacco products (16)
2654,46,Manufacture of textiles (17)
2655,47,Manufacture of wearing apparel; dressing and dyeing of fur (18)
2656,48,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
2657,49,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
2658,50,Re-processing of secondary wood material into new wood material
2659,51,Pulp
2660,52,Re-processing of secondary paper into new pulp
2661,53,Paper
2662,54,"Publishing, printing and reproduction of recorded media (22)"
2663,55,Manufacture of coke oven products
2664,56,Petroleum Refinery
2665,57,Processing of nuclear fuel
2666,58,"Plastics, basic"
2667,59,Re-processing of secondary plastic into new plastic
2668,60,N-fertiliser
2669,61,P- and other fertiliser
2670,62,Chemicals nec
2671,63,Manufacture of rubber and plastic products (25)
2672,64,Manufacture of glass and glass products
2673,65,Re-processing of secondary glass into new glass
2674,66,Manufacture of ceramic goods
2675,67,"Manufacture of bricks, tiles and construction products, in baked clay"
2676,68,"Manufacture of cement, lime and plaster"
2677,69,Re-processing of ash into clinker
2678,70,Manufacture of other non-metallic mineral products n.e.c.
2679,71,Manufacture of basic iron and steel and of ferro-alloys and first products thereof
2680,72,Re-processing of secondary steel into new steel
2681,73,Precious metals production
2682,74,Re-processing of secondary preciuos metals into new preciuos metals
2683,75,Aluminium production
2684,76,Re-processing of secondary aluminium into new aluminium
2685,77,"Lead, zinc and tin production"
2686,78,"Re-processing of secondary lead into new lead, zinc and tin"
2687,79,Copper production
2688,80,Re-processing of secondary copper into new copper
2689,81,Other non-ferrous metal production
2690,82,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
2691,83,Casting of metals
2692,84,"Manufacture of fabricated metal products, except machinery and equipment (28)"
2693,85,Manufacture of machinery and equipment n.e.c. (29)
2694,86,Manufacture of office machinery and computers (30)
2695,87,Manufacture of electrical machinery and apparatus n.e.c. (31)
2696,88,"Manufacture of radio, television and communication equipment and apparatus (32)"
2697,89,"Manufacture of medical, precision and optical instruments, watches and clocks (33)"
2698,90,"Manufacture of motor vehicles, trailers and semi-trailers (34)"
2699,91,Manufacture of other transport equipment (35)
2700,92,Manufacture of furniture; manufacturing n.e.c. (36)
2701,93,Recycling of waste and scrap
2702,94,Recycling of bottles by direct reuse
2703,95,Production of electricity by coal
2704,96,Production of electricity by gas
2705,97,Production of electricity by nuclear
2706,98,Production of electricity by hydro
2707,99,Production of electricity by wind
2708,100,Production of electricity by petroleum and other oil derivatives
2709,101,Production of electricity by biomass and waste
2710,102,Production of electricity by solar photovoltaic
2711,103,Production of electricity by solar thermal
2712,104,"Production of electricity by tide, wave, ocean"
2713,105,Production of electricity by Geothermal
2714,106,Production of electricity nec
2715,107,Transmission of electricity
2716,108,Distribution and trade of electricity
2717,109,Manufacture of gas; distribution of gaseous fuels through mains
2718,110,Steam and hot water supply
2719,111,"Collection, purification and distribution of water (41)"
2720,112,Construction (45)
2721,113,Re-processing of secondary construction material into aggregates
2722,114,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
2723,115,Retail sale of automotive fuel
2724,116,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)"
2725,117,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
2726,118,Hotels and restaurants (55)
2727,119,Transport via railways
2728,120,Other land transport
2729,121,Transport via pipelines
2730,122,Sea and coastal water transport
2731,123,Inland water transport
2732,124,Air transport (62)
2733,125,Supporting and auxiliary transport activities; activities of travel agencies (63)
2734,126,Post and telecommunications (64)
2735,127,"Financial intermediation, except insurance and pension funding (65)"
2736,128,"Insurance and pension funding, except compulsory social security (66)"
2737,129,Activities auxiliary to financial intermediation (67)
2738,130,Real estate activities (70)
2739,131,Renting of machinery and equipment without operator and of personal and household goods (71)
2740,132,Computer and related activities (72)
2741,133,Research and development (73)
2742,134,Other business activities (74)
2743,135,Public administration and defence; compulsory social security (75)
2744,136,Education (80)
2745,137,Health and social work (85)
2746,138,Incineration of waste: Food
2747,139,Incineration of waste: Paper
2748,140,Incineration of waste: Plastic
2749,141,Incineration of waste: Metals and Inert materials
2750,142,Incineration of waste: Textiles
2751,143,Incineration of waste: Wood
2752,144,Incineration of waste: Oil/Hazardous waste
2753,145,"Biogasification of food waste, incl. land application"
2754,146,"Biogasification of paper, incl. land application"
2755,147,"Biogasification of sewage slugde, incl. land application"
2756,148,"Composting of food waste, incl. land application"
2757,149,"Composting of paper and wood, incl. land application"
2758,150,"Waste water treatment, food"
2759,151,"Waste water treatment, other"
2760,152,Landfill of waste: Food
2761,153,Landfill of waste: Paper
2762,154,Landfill of waste: Plastic
2763,155,Landfill of waste: Inert/metal/hazardous
2764,156,Landfill of waste: Textiles
2765,157,Landfill of waste: Wood
2766,158,Activities of membership organisation n.e.c. (91)
2767,159,"Recreational, cultural and sporting activities (92)"
2768,160,Other service activities (93)
2769,161,Private households with employed persons (95)
2770,162,Extra-territorial organizations and bodies
2771,0,Cultivation of paddy rice
2772,1,Cultivation of wheat
2773,2,Cultivation of cereal grains nec
2774,3,"Cultivation of vegetables, fruit, nuts"
2775,4,Cultivation of oil seeds
2776,5,"Cultivation of sugar cane, sugar beet"
2777,6,Cultivation of plant-based fibers
2778,7,Cultivation of crops nec
2779,8,Cattle farming
2780,9,Pigs farming
2781,10,Poultry farming
2782,11,Meat animals nec
2783,12,Animal products nec
2784,13,Raw milk
2785,14,"Wool, silk-worm cocoons"
2786,15,"Manure treatment (conventional), storage and land application"
2787,16,"Manure treatment (biogas), storage and land application"
2788,17,"Forestry, logging and related service activities (02)"
2789,18,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
2790,19,Mining of coal and lignite; extraction of peat (10)
2791,20,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
2792,21,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
2793,22,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
2794,23,Mining of uranium and thorium ores (12)
2795,24,Mining of iron ores
2796,25,Mining of copper ores and concentrates
2797,26,Mining of nickel ores and concentrates
2798,27,Mining of aluminium ores and concentrates
2799,28,Mining of precious metal ores and concentrates
2800,29,"Mining of lead, zinc and tin ores and concentrates"
2801,30,Mining of other non-ferrous metal ores and concentrates
2802,31,Quarrying of stone
2803,32,Quarrying of sand and clay
2804,33,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
2805,34,Processing of meat cattle
2806,35,Processing of meat pigs
2807,36,Processing of meat poultry
2808,37,Production of meat products nec
2809,38,Processing vegetable oils and fats
2810,39,Processing of dairy products
2811,40,Processed rice
2812,41,Sugar refining
2813,42,Processing of Food products nec
2814,43,Manufacture of beverages
2815,44,Manufacture of fish products
2816,45,Manufacture of tobacco products (16)
2817,46,Manufacture of textiles (17)
2818,47,Manufacture of wearing apparel; dressing and dyeing of fur (18)
2819,48,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
2820,49,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
2821,50,Re-processing of secondary wood material into new wood material
2822,51,Pulp
2823,52,Re-processing of secondary paper into new pulp
2824,53,Paper
2825,54,"Publishing, printing and reproduction of recorded media (22)"
2826,55,Manufacture of coke oven products
2827,56,Petroleum Refinery
2828,57,Processing of nuclear fuel
2829,58,"Plastics, basic"
2830,59,Re-processing of secondary plastic into new plastic
2831,60,N-fertiliser
2832,61,P- and other fertiliser
2833,62,Chemicals nec
2834,63,Manufacture of rubber and plastic products (25)
2835,64,Manufacture of glass and glass products
2836,65,Re-processing of secondary glass into new glass
2837,66,Manufacture of ceramic goods
2838,67,"Manufacture of bricks, tiles and construction products, in baked clay"
2839,68,"Manufacture of cement, lime and plaster"
2840,69,Re-processing of ash into clinker
2841,70,Manufacture of other non-metallic mineral products n.e.c.
2842,71,Manufacture of basic iron and steel and of ferro-alloys and first products thereof
2843,72,Re-processing of secondary steel into new steel
2844,73,Precious metals production
2845,74,Re-processing of secondary preciuos metals into new preciuos metals
2846,75,Aluminium production
2847,76,Re-processing of secondary aluminium into new aluminium
2848,77,"Lead, zinc and tin production"
2849,78,"Re-processing of secondary lead into new lead, zinc and tin"
2850,79,Copper production
2851,80,Re-processing of secondary copper into new copper
2852,81,Other non-ferrous metal production
2853,82,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
2854,83,Casting of metals
2855,84,"Manufacture of fabricated metal products, except machinery and equipment (28)"
2856,85,Manufacture of machinery and equipment n.e.c. (29)
2857,86,Manufacture of office machinery and computers (30)
2858,87,Manufacture of electrical machinery and apparatus n.e.c. (31)
2859,88,"Manufacture of radio, television and communication equipment and apparatus (32)"
2860,89,"Manufacture of medical, precision and optical instruments, watches and clocks (33)"
2861,90,"Manufacture of motor vehicles, trailers and semi-trailers (34)"
2862,91,Manufacture of other transport equipment (35)
2863,92,Manufacture of furniture; manufacturing n.e.c. (36)
2864,93,Recycling of waste and scrap
2865,94,Recycling of bottles by direct reuse
2866,95,Production of electricity by coal
2867,96,Production of electricity by gas
2868,97,Production of electricity by nuclear
2869,98,Production of electricity by hydro
2870,99,Production of electricity by wind
2871,100,Production of electricity by petroleum and other oil derivatives
2872,101,Production of electricity by biomass and waste
2873,102,Production of electricity by solar photovoltaic
2874,103,Production of electricity by solar thermal
2875,104,"Production of electricity by tide, wave, ocean"
2876,105,Production of electricity by Geothermal
2877,106,Production of electricity nec
2878,107,Transmission of electricity
2879,108,Distribution and trade of electricity
2880,109,Manufacture of gas; distribution of gaseous fuels through mains
2881,110,Steam and hot water supply
2882,111,"Collection, purification and distribution of water (41)"
2883,112,Construction (45)
2884,113,Re-processing of secondary construction material into aggregates
2885,114,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
2886,115,Retail sale of automotive fuel
2887,116,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)"
2888,117,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
2889,118,Hotels and restaurants (55)
2890,119,Transport via railways
2891,120,Other land transport
2892,121,Transport via pipelines
2893,122,Sea and coastal water transport
2894,123,Inland water transport
2895,124,Air transport (62)
2896,125,Supporting and auxiliary transport activities; activities of travel agencies (63)
2897,126,Post and telecommunications (64)
2898,127,"Financial intermediation, except insurance and pension funding (65)"
2899,128,"Insurance and pension funding, except compulsory social security (66)"
2900,129,Activities auxiliary to financial intermediation (67)
2901,130,Real estate activities (70)
2902,131,Renting of machinery and equipment without operator and of personal and household goods (71)
2903,132,Computer and related activities (72)
2904,133,Research and development (73)
2905,134,Other business activities (74)
2906,135,Public administration and defence; compulsory social security (75)
2907,136,Education (80)
2908,137,Health and social work (85)
2909,138,Incineration of waste: Food
2910,139,Incineration of waste: Paper
2911,140,Incineration of waste: Plastic
2912,141,Incineration of waste: Metals and Inert materials
2913,142,Incineration of waste: Textiles
2914,143,Incineration of waste: Wood
2915,144,Incineration of waste: Oil/Hazardous waste
2916,145,"Biogasification of food waste, incl. land application"
2917,146,"Biogasification of paper, incl. land application"
2918,147,"Biogasification of sewage slugde, incl. land application"
2919,148,"Composting of food waste, incl. land application"
2920,149,"Composting of paper and wood, incl. land application"
2921,150,"Waste water treatment, food"
2922,151,"Waste water treatment, other"
2923,152,Landfill of waste: Food
2924,153,Landfill of waste: Paper
2925,154,Landfill of waste: Plastic
2926,155,Landfill of waste: Inert/metal/hazardous
2927,156,Landfill of waste: Textiles
2928,157,Landfill of waste: Wood
2929,158,Activities of membership organisation n.e.c. (91)
2930,159,"Recreational, cultural and sporting activities (92)"
2931,160,Other service activities (93)
2932,161,Private households with employed persons (95)
2933,162,Extra-territorial organizations and bodies
2934,0,Cultivation of paddy rice
2935,1,Cultivation of wheat
2936,2,Cultivation of cereal grains nec
2937,3,"Cultivation of vegetables, fruit, nuts"
2938,4,Cultivation of oil seeds
2939,5,"Cultivation of sugar cane, sugar beet"
2940,6,Cultivation of plant-based fibers
2941,7,Cultivation of crops nec
2942,8,Cattle farming
2943,9,Pigs farming
2944,10,Poultry farming
2945,11,Meat animals nec
2946,12,Animal products nec
2947,13,Raw milk
2948,14,"Wool, silk-worm cocoons"
2949,15,"Manure treatment (conventional), storage and land application"
2950,16,"Manure treatment (biogas), storage and land application"
2951,17,"Forestry, logging and related service activities (02)"
2952,18,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
2953,19,Mining of coal and lignite; extraction of peat (10)
2954,20,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
2955,21,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
2956,22,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
2957,23,Mining of uranium and thorium ores (12)
2958,24,Mining of iron ores
2959,25,Mining of copper ores and concentrates
2960,26,Mining of nickel ores and concentrates
2961,27,Mining of aluminium ores and concentrates
2962,28,Mining of precious metal ores and concentrates
2963,29,"Mining of lead, zinc and tin ores and concentrates"
2964,30,Mining of other non-ferrous metal ores and concentrates
2965,31,Quarrying of stone
2966,32,Quarrying of sand and clay
2967,33,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
2968,34,Processing of meat cattle
2969,35,Processing of meat pigs
2970,36,Processing of meat poultry
2971,37,Production of meat products nec
2972,38,Processing vegetable oils and fats
2973,39,Processing of dairy products
2974,40,Processed rice
2975,41,Sugar refining
2976,42,Processing of Food products nec
2977,43,Manufacture of beverages
2978,44,Manufacture of fish products
2979,45,Manufacture of tobacco products (16)
2980,46,Manufacture of textiles (17)
2981,47,Manufacture of wearing apparel; dressing and dyeing of fur (18)
2982,48,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
2983,49,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
2984,50,Re-processing of secondary wood material into new wood material
2985,51,Pulp
2986,52,Re-processing of secondary paper into new pulp
2987,53,Paper
2988,54,"Publishing, printing and reproduction of recorded media (22)"
2989,55,Manufacture of coke oven products
2990,56,Petroleum Refinery
2991,57,Processing of nuclear fuel
2992,58,"Plastics, basic"
2993,59,Re-processing of secondary plastic into new plastic
2994,60,N-fertiliser
2995,61,P- and other fertiliser
2996,62,Chemicals nec
2997,63,Manufacture of rubber and plastic products (25)
2998,64,Manufacture of glass and glass products
2999,65,Re-processing of secondary glass into new glass
3000,66,Manufacture of ceramic goods
3001,67,"Manufacture of bricks, tiles and construction products, in baked clay"
3002,68,"Manufacture of cement, lime and plaster"
3003,69,Re-processing of ash into clinker
3004,70,Manufacture of other non-metallic mineral products n.e.c.
3005,71,Manufacture of basic iron and steel and of ferro-alloys and first products thereof
3006,72,Re-processing of secondary steel into new steel
3007,73,Precious metals production
3008,74,Re-processing of secondary preciuos metals into new preciuos metals
3009,75,Aluminium production
3010,76,Re-processing of secondary aluminium into new aluminium
3011,77,"Lead, zinc and tin production"
3012,78,"Re-processing of secondary lead into new lead, zinc and tin"
3013,79,Copper production
3014,80,Re-processing of secondary copper into new copper
3015,81,Other non-ferrous metal production
3016,82,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
3017,83,Casting of metals
3018,84,"Manufacture of fabricated metal products, except machinery and equipment (28)"
3019,85,Manufacture of machinery and equipment n.e.c. (29)
3020,86,Manufacture of office machinery and computers (30)
3021,87,Manufacture of electrical machinery and apparatus n.e.c. (31)
3022,88,"Manufacture of radio, television and communication equipment and apparatus (32)"
3023,89,"Manufacture of medical, precision and optical instruments, watches and clocks (33)"
3024,90,"Manufacture of motor vehicles, trailers and semi-trailers (34)"
3025,91,Manufacture of other transport equipment (35)
3026,92,Manufacture of furniture; manufacturing n.e.c. (36)
3027,93,Recycling of waste and scrap
3028,94,Recycling of bottles by direct reuse
3029,95,Production of electricity by coal
3030,96,Production of electricity by gas
3031,97,Production of electricity by nuclear
3032,98,Production of electricity by hydro
3033,99,Production of electricity by wind
3034,100,Production of electricity by petroleum and other oil derivatives
3035,101,Production of electricity by biomass and waste
