node_id,industry_id,industry_name
4243,5,"Cultivation of sugar cane, sugar beet"
4244,6,Cultivation of plant-based fibers
4245,7,Cultivation of crops nec
4246,8,Cattle farming
4247,9,Pigs farming
4248,10,Poultry farming
4249,11,Meat animals nec
4250,12,Animal products nec
4251,13,Raw milk
4252,14,"Wool, silk-worm cocoons"
4253,15,"Manure treatment (conventional), storage and land application"
4254,16,"Manure treatment (biogas), storage and land application"
4255,17,"Forestry, logging and related service activities (02)"
4256,18,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
4257,19,Mining of coal and lignite; extraction of peat (10)
4258,20,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
4259,21,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
4260,22,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
4261,23,Mining of uranium and thorium ores (12)
4262,24,Mining of iron ores
4263,25,Mining of copper ores and concentrates
4264,26,Mining of nickel ores and concentrates
4265,27,Mining of aluminium ores and concentrates
4266,28,Mining of precious metal ores and concentrates
4267,29,"Mining of lead, zinc and tin ores and concentrates"
4268,30,Mining of other non-ferrous metal ores and concentrates
4269,31,Quarrying of stone
4270,32,Quarrying of sand and clay
4271,33,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
4272,34,Processing of meat cattle
4273,35,Processing of meat pigs
4274,36,Processing of meat poultry
4275,37,Production of meat products nec
4276,38,Processing vegetable oils and fats
4277,39,Processing of dairy products
4278,40,Processed rice
4279,41,Sugar refining
4280,42,Processing of Food products nec
4281,43,Manufacture of beverages
4282,44,Manufacture of fish products
4283,45,Manufacture of tobacco products (16)
4284,46,Manufacture of textiles (17)
4285,47,Manufacture of wearing apparel; dressing and dyeing of fur (18)
4286,48,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
4287,49,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
4288,50,Re-processing of secondary wood material into new wood material
4289,51,Pulp
4290,52,Re-processing of secondary paper into new pulp
4291,53,Paper
4292,54,"Publishing, printing and reproduction of recorded media (22)"
4293,55,Manufacture of coke oven products
4294,56,Petroleum Refinery
4295,57,Processing of nuclear fuel
4296,58,"Plastics, basic"
4297,59,Re-processing of secondary plastic into new plastic
4298,60,N-fertiliser
4299,61,P- and other fertiliser
4300,62,Chemicals nec
4301,63,Manufacture of rubber and plastic products (25)
4302,64,Manufacture of glass and glass products
4303,65,Re-processing of secondary glass into new glass
4304,66,Manufacture of ceramic goods
4305,67,"Manufacture of bricks, tiles and construction products, in baked clay"
4306,68,"Manufacture of cement, lime and plaster"
4307,69,Re-processing of ash into clinker
4308,70,Manufacture of other non-metallic mineral products n.e.c.
4309,71,Manufacture of basic iron and steel and of ferro-alloys and first products thereof
4310,72,Re-processing of secondary steel into new steel
4311,73,Precious metals production
4312,74,Re-processing of secondary preciuos metals into new preciuos metals
4313,75,Aluminium production
4314,76,Re-processing of secondary aluminium into new aluminium
4315,77,"Lead, zinc and tin production"
4316,78,"Re-processing of secondary lead into new lead, zinc and tin"
4317,79,Copper production
4318,80,Re-processing of secondary copper into new copper
4319,81,Other non-ferrous metal production
4320,82,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
4321,83,Casting of metals
4322,84,"Manufacture of fabricated metal products, except machinery and equipment (28)"
4323,85,Manufacture of machinery and equipment n.e.c. (29)
4324,86,Manufacture of office machinery and computers (30)
4325,87,Manufacture of electrical machinery and apparatus n.e.c. (31)
4326,88,"Manufacture of radio, television and communication equipment and apparatus (32)"
4327,89,"Manufacture of medical, precision and optical instruments, watches and clocks (33)"
4328,90,"Manufacture of motor vehicles, trailers and semi-trailers (34)"
4329,91,Manufacture of other transport equipment (35)
4330,92,Manufacture of furniture; manufacturing n.e.c. (36)
4331,93,Recycling of waste and scrap
4332,94,Recycling of bottles by direct reuse
4333,95,Production of electricity by coal
4334,96,Production of electricity by gas
4335,97,Production of electricity by nuclear
4336,98,Production of electricity by hydro
4337,99,Production of electricity by wind
4338,100,Production of electricity by petroleum and other oil derivatives
4339,101,Production of electricity by biomass and waste
4340,102,Production of electricity by solar photovoltaic
4341,103,Production of electricity by solar thermal
4342,104,"Production of electricity by tide, wave, ocean"
4343,105,Production of electricity by Geothermal
4344,106,Production of electricity nec
4345,107,Transmission of electricity
4346,108,Distribution and trade of electricity
4347,109,Manufacture of gas; distribution of gaseous fuels through mains
4348,110,Steam and hot water supply
4349,111,"Collection, purification and distribution of water (41)"
4350,112,Construction (45)
4351,113,Re-processing of secondary construction material into aggregates
4352,114,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
4353,115,Retail sale of automotive fuel
4354,116,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)"
4355,117,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
4356,118,Hotels and restaurants (55)
4357,119,Transport via railways
4358,120,Other land transport
4359,121,Transport via pipelines
4360,122,Sea and coastal water transport
4361,123,Inland water transport
4362,124,Air transport (62)
4363,125,Supporting and auxiliary transport activities; activities of travel agencies (63)
4364,126,Post and telecommunications (64)
4365,127,"Financial intermediation, except insurance and pension funding (65)"
4366,128,"Insurance and pension funding, except compulsory social security (66)"
4367,129,Activities auxiliary to financial intermediation (67)
4368,130,Real estate activities (70)
4369,131,Renting of machinery and equipment without operator and of personal and household goods (71)
4370,132,Computer and related activities (72)
4371,133,Research and development (73)
4372,134,Other business activities (74)
4373,135,Public administration and defence; compulsory social security (75)
4374,136,Education (80)
4375,137,Health and social work (85)
4376,138,Incineration of waste: Food
4377,139,Incineration of waste: Paper
4378,140,Incineration of waste: Plastic
4379,141,Incineration of waste: Metals and Inert materials
4380,142,Incineration of waste: Textiles
4381,143,Incineration of waste: Wood
4382,144,Incineration of waste: Oil/Hazardous waste
4383,145,"Biogasification of food waste, incl. land application"
4384,146,"Biogasification of paper, incl. land application"
4385,147,"Biogasification of sewage slugde, incl. land application"
4386,148,"Composting of food waste, incl. land application"
4387,149,"Composting of paper and wood, incl. land application"
4388,150,"Waste water treatment, food"
4389,151,"Waste water treatment, other"
4390,152,Landfill of waste: Food
4391,153,Landfill of waste: Paper
4392,154,Landfill of waste: Plastic
4393,155,Landfill of waste: Inert/metal/hazardous
4394,156,Landfill of waste: Textiles
4395,157,Landfill of waste: Wood
4396,158,Activities of membership organisation n.e.c. (91)
4397,159,"Recreational, cultural and sporting activities (92)"
4398,160,Other service activities (93)
4399,161,Private households with employed persons (95)
4400,162,Extra-territorial organizations and bodies
4401,0,Cultivation of paddy rice
4402,1,Cultivation of wheat
4403,2,Cultivation of cereal grains nec
4404,3,"Cultivation of vegetables, fruit, nuts"
4405,4,Cultivation of oil seeds
4406,5,"Cultivation of sugar cane, sugar beet"
4407,6,Cultivation of plant-based fibers
4408,7,Cultivation of crops nec
4409,8,Cattle farming
4410,9,Pigs farming
4411,10,Poultry farming
4412,11,Meat animals nec
4413,12,Animal products nec
4414,13,Raw milk
4415,14,"Wool, silk-worm cocoons"
4416,15,"Manure treatment (conventional), storage and land application"
4417,16,"Manure treatment (biogas), storage and land application"
4418,17,"Forestry, logging and related service activities (02)"
4419,18,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
4420,19,Mining of coal and lignite; extraction of peat (10)
4421,20,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
4422,21,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
4423,22,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
4424,23,Mining of uranium and thorium ores (12)
4425,24,Mining of iron ores
4426,25,Mining of copper ores and concentrates
4427,26,Mining of nickel ores and concentrates
4428,27,Mining of aluminium ores and concentrates
4429,28,Mining of precious metal ores and concentrates
4430,29,"Mining of lead, zinc and tin ores and concentrates"
4431,30,Mining of other non-ferrous metal ores and concentrates
4432,31,Quarrying of stone
4433,32,Quarrying of sand and clay
4434,33,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
4435,34,Processing of meat cattle
4436,35,Processing of meat pigs
4437,36,Processing of meat poultry
4438,37,Production of meat products nec
4439,38,Processing vegetable oils and fats
4440,39,Processing of dairy products
4441,40,Processed rice
4442,41,Sugar refining
4443,42,Processing of Food products nec
4444,43,Manufacture of beverages
4445,44,Manufacture of fish products
4446,45,Manufacture of tobacco products (16)
4447,46,Manufacture of textiles (17)
4448,47,Manufacture of wearing apparel; dressing and dyeing of fur (18)
4449,48,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
4450,49,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
4451,50,Re-processing of secondary wood material into new wood material
4452,51,Pulp
4453,52,Re-processing of secondary paper into new pulp
4454,53,Paper
4455,54,"Publishing, printing and reproduction of recorded media (22)"
4456,55,Manufacture of coke oven products
4457,56,Petroleum Refinery
4458,57,Processing of nuclear fuel
4459,58,"Plastics, basic"
4460,59,Re-processing of secondary plastic into new plastic
4461,60,N-fertiliser
4462,61,P- and other fertiliser
4463,62,Chemicals nec
4464,63,Manufacture of rubber and plastic products (25)
4465,64,Manufacture of glass and glass products
4466,65,Re-processing of secondary glass into new glass
4467,66,Manufacture of ceramic goods
4468,67,"Manufacture of bricks, tiles and construction products, in baked clay"
4469,68,"Manufacture of cement, lime and plaster"
4470,69,Re-processing of ash into clinker
4471,70,Manufacture of other non-metallic mineral products n.e.c.
4472,71,Manufacture of basic iron and steel and of ferro-alloys and first products thereof
4473,72,Re-processing of secondary steel into new steel
4474,73,Precious metals production
4475,74,Re-processing of secondary preciuos metals into new preciuos metals
4476,75,Aluminium production
4477,76,Re-processing of secondary aluminium into new aluminium
4478,77,"Lead, zinc and tin production"
4479,78,"Re-processing of secondary lead into new lead, zinc and tin"
4480,79,Copper production
4481,80,Re-processing of secondary copper into new copper
4482,81,Other non-ferrous metal production
4483,82,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
4484,83,Casting of metals
4485,84,"Manufacture of fabricated metal products, except machinery and equipment (28)"
4486,85,Manufacture of machinery and equipment n.e.c. (29)
4487,86,Manufacture of office machinery and computers (30)
4488,87,Manufacture of electrical machinery and apparatus n.e.c. (31)
4489,88,"Manufacture of radio, television and communication equipment and apparatus (32)"
4490,89,"Manufacture of medical, precision and optical instruments, watches and clocks (33)"
4491,90,"Manufacture of motor vehicles, trailers and semi-trailers (34)"
4492,91,Manufacture of other transport equipment (35)
4493,92,Manufacture of furniture; manufacturing n.e.c. (36)
4494,93,Recycling of waste and scrap
4495,94,Recycling of bottles by direct reuse
4496,95,Production of electricity by coal
4497,96,Production of electricity by gas
4498,97,Production of electricity by nuclear
4499,98,Production of electricity by hydro
4500,99,Production of electricity by wind
4501,100,Production of electricity by petroleum and other oil derivatives
4502,101,Production of electricity by biomass and waste
4503,102,Production of electricity by solar photovoltaic
4504,103,Production of electricity by solar thermal
4505,104,"Production of electricity by tide, wave, ocean"
4506,105,Production of electricity by Geothermal
4507,106,Production of electricity nec
4508,107,Transmission of electricity
4509,108,Distribution and trade of electricity
4510,109,Manufacture of gas; distribution of gaseous fuels through mains
4511,110,Steam and hot water supply
4512,111,"Collection, purification and distribution of water (41)"
4513,112,Construction (45)
4514,113,Re-processing of secondary construction material into aggregates
4515,114,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
4516,115,Retail sale of automotive fuel
4517,116,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)"
4518,117,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
4519,118,Hotels and restaurants (55)
4520,119,Transport via railways
4521,120,Other land transport
4522,121,Transport via pipelines
4523,122,Sea and coastal water transport
4524,123,Inland water transport
4525,124,Air transport (62)
4526,125,Supporting and auxiliary transport activities; activities of travel agencies (63)
4527,126,Post and telecommunications (64)
4528,127,"Financial intermediation, except insurance and pension funding (65)"
4529,128,"Insurance and pension funding, except compulsory social security (66)"
4530,129,Activities auxiliary to financial intermediation (67)
4531,130,Real estate activities (70)
4532,131,Renting of machinery and equipment without operator and of personal and household goods (71)
4533,132,Computer and related activities (72)
4534,133,Research and development (73)
4535,134,Other business activities (74)
4536,135,Public administration and defence; compulsory social security (75)
4537,136,Education (80)
4538,137,Health and social work (85)
4539,138,Incineration of waste: Food
4540,139,Incineration of waste: Paper
4541,140,Incineration of waste: Plastic
4542,141,Incineration of waste: Metals and Inert materials
4543,142,Incineration of waste: Textiles
4544,143,Incineration of waste: Wood
4545,144,Incineration of waste: Oil/Hazardous waste
4546,145,"Biogasification of food waste, incl. land application"
4547,146,"Biogasification of paper, incl. land application"
4548,147,"Biogasification of sewage slugde, incl. land application"
4549,148,"Composting of food waste, incl. land application"
4550,149,"Composting of paper and wood, incl. land application"
4551,150,"Waste water treatment, food"
4552,151,"Waste water treatment, other"
4553,152,Landfill of waste: Food
4554,153,Landfill of waste: Paper
4555,154,Landfill of waste: Plastic
4556,155,Landfill of waste: Inert/metal/hazardous
4557,156,Landfill of waste: Textiles
4558,157,Landfill of waste: Wood
4559,158,Activities of membership organisation n.e.c. (91)
4560,159,"Recreational, cultural and sporting activities (92)"
4561,160,Other service activities (93)
4562,161,Private households with employed persons (95)
4563,162,Extra-territorial organizations and bodies
4564,0,Cultivation of paddy rice
4565,1,Cultivation of wheat
4566,2,Cultivation of cereal grains nec
4567,3,"Cultivation of vegetables, fruit, nuts"
4568,4,Cultivation of oil seeds
4569,5,"Cultivation of sugar cane, sugar beet"
4570,6,Cultivation of plant-based fibers
4571,7,Cultivation of crops nec
4572,8,Cattle farming
4573,9,Pigs farming
4574,10,Poultry farming
4575,11,Meat animals nec
4576,12,Animal products nec
4577,13,Raw milk
4578,14,"Wool, silk-worm cocoons"
4579,15,"Manure treatment (conventional), storage and land application"
4580,16,"Manure treatment (biogas), storage and land application"
4581,17,"Forestry, logging and related service activities (02)"
4582,18,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
4583,19,Mining of coal and lignite; extraction of peat (10)
4584,20,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
4585,21,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
4586,22,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
4587,23,Mining of uranium and thorium ores (12)
4588,24,Mining of iron ores
4589,25,Mining of copper ores and concentrates
4590,26,Mining of nickel ores and concentrates
4591,27,Mining of aluminium ores and concentrates
4592,28,Mining of precious metal ores and concentrates
4593,29,"Mining of lead, zinc and tin ores and concentrates"
4594,30,Mining of other non-ferrous metal ores and concentrates
4595,31,Quarrying of stone
4596,32,Quarrying of sand and clay
4597,33,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
4598,34,Processing of meat cattle
4599,35,Processing of meat pigs
4600,36,Processing of meat poultry
4601,37,Production of meat products nec
4602,38,Processing vegetable oils and fats
4603,39,Processing of dairy products
4604,40,Processed rice
4605,41,Sugar refining
4606,42,Processing of Food products nec
4607,43,Manufacture of beverages
4608,44,Manufacture of fish products
4609,45,Manufacture of tobacco products (16)
4610,46,Manufacture of textiles (17)
4611,47,Manufacture of wearing apparel; dressing and dyeing of fur (18)
4612,48,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
4613,49,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
4614,50,Re-processing of secondary wood material into new wood material
4615,51,Pulp
4616,52,Re-processing of secondary paper into new pulp
4617,53,Paper
4618,54,"Publishing, printing and reproduction of recorded media (22)"
4619,55,Manufacture of coke oven products
4620,56,Petroleum Refinery
4621,57,Processing of nuclear fuel
4622,58,"Plastics, basic"
4623,59,Re-processing of secondary plastic into new plastic
4624,60,N-fertiliser
4625,61,P- and other fertiliser
4626,62,Chemicals nec
4627,63,Manufacture of rubber and plastic products (25)
4628,64,Manufacture of glass and glass products
4629,65,Re-processing of secondary glass into new glass
4630,66,Manufacture of ceramic goods
4631,67,"Manufacture of bricks, tiles and construction products, in baked clay"
4632,68,"Manufacture of cement, lime and plaster"
4633,69,Re-processing of ash into clinker
4634,70,Manufacture of other non-metallic mineral products n.e.c.
4635,71,Manufacture of basic iron and steel and of ferro-alloys and first products thereof
4636,72,Re-processing of secondary steel into new steel
4637,73,Precious metals production
4638,74,Re-processing of secondary preciuos metals into new preciuos metals
4639,75,Aluminium production
4640,76,Re-processing of secondary aluminium into new aluminium
4641,77,"Lead, zinc and tin production"
4642,78,"Re-processing of secondary lead into new lead, zinc and tin"
4643,79,Copper production
4644,80,Re-processing of secondary copper into new copper
4645,81,Other non-ferrous metal production
4646,82,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
4647,83,Casting of metals
4648,84,"Manufacture of fabricated metal products, except machinery and equipment (28)"
4649,85,Manufacture of machinery and equipment n.e.c. (29)
4650,86,Manufacture of office machinery and computers (30)
4651,87,Manufacture of electrical machinery and apparatus n.e.c. (31)
4652,88,"Manufacture of radio, television and communication equipment and apparatus (32)"
4653,89,"Manufacture of medical, precision and optical instruments, watches and clocks (33)"
4654,90,"Manufacture of motor vehicles, trailers and semi-trailers (34)"
4655,91,Manufacture of other transport equipment (35)
4656,92,Manufacture of furniture; manufacturing n.e.c. (36)
4657,93,Recycling of waste and scrap
4658,94,Recycling of bottles by direct reuse
4659,95,Production of electricity by coal
4660,96,Production of electricity by gas
4661,97,Production of electricity by nuclear
4662,98,Production of electricity by hydro
4663,99,Production of electricity by wind
4664,100,Production of electricity by petroleum and other oil derivatives
4665,101,Production of electricity by biomass and waste
4666,102,Production of electricity by solar photovoltaic
4667,103,Production of electricity by solar thermal
4668,104,"Production of electricity by tide, wave, ocean"
4669,105,Production of electricity by Geothermal
4670,106,Production of electricity nec
4671,107,Transmission of electricity
4672,108,Distribution and trade of electricity
4673,109,Manufacture of gas; distribution of gaseous fuels through mains
4674,110,Steam and hot water supply
4675,111,"Collection, purification and distribution of water (41)"
4676,112,Construction (45)
4677,113,Re-processing of secondary construction material into aggregates
4678,114,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
4679,115,Retail sale of automotive fuel
4680,116,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)"
4681,117,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
4682,118,Hotels and restaurants (55)
4683,119,Transport via railways
4684,120,Other land transport
4685,121,Transport via pipelines
4686,122,Sea and coastal water transport
4687,123,Inland water transport
4688,124,Air transport (62)
4689,125,Supporting and auxiliary transport activities; activities of travel agencies (63)
4690,126,Post and telecommunications (64)
4691,127,"Financial intermediation, except insurance and pension funding (65)"
4692,128,"Insurance and pension funding, except compulsory social security (66)"
4693,129,Activities auxiliary to financial intermediation (67)
4694,130,Real estate activities (70)
4695,131,Renting of machinery and equipment without operator and of personal and household goods (71)
4696,132,Computer and related activities (72)
4697,133,Research and development (73)
4698,134,Other business activities (74)
4699,135,Public administration and defence; compulsory social security (75)
4700,136,Education (80)
4701,137,Health and social work (85)
4702,138,Incineration of waste: Food
4703,139,Incineration of waste: Paper
4704,140,Incineration of waste: Plastic
4705,141,Incineration of waste: Metals and Inert materials
4706,142,Incineration of waste: Textiles
4707,143,Incineration of waste: Wood
4708,144,Incineration of waste: Oil/Hazardous waste
4709,145,"Biogasification of food waste, incl. land application"
4710,146,"Biogasification of paper, incl. land application"
4711,147,"Biogasification of sewage slugde, incl. land application"
4712,148,"Composting of food waste, incl. land application"
4713,149,"Composting of paper and wood, incl. land application"
4714,150,"Waste water treatment, food"
4715,151,"Waste water treatment, other"
4716,152,Landfill of waste: Food
4717,153,Landfill of waste: Paper
4718,154,Landfill of waste: Plastic
4719,155,Landfill of waste: Inert/metal/hazardous
4720,156,Landfill of waste: Textiles
4721,157,Landfill of waste: Wood
4722,158,Activities of membership organisation n.e.c. (91)
4723,159,"Recreational, cultural and sporting activities (92)"
4724,160,Other service activities (93)
4725,161,Private households with employed persons (95)
4726,162,Extra-territorial organizations and bodies
4727,0,Cultivation of paddy rice
4728,1,Cultivation of wheat
4729,2,Cultivation of cereal grains nec
4730,3,"Cultivation of vegetables, fruit, nuts"
4731,4,Cultivation of oil seeds
4732,5,"Cultivation of sugar cane, sugar beet"
4733,6,Cultivation of plant-based fibers
4734,7,Cultivation of crops nec
4735,8,Cattle farming
4736,9,Pigs farming
4737,10,Poultry farming
4738,11,Meat animals nec
4739,12,Animal products nec
4740,13,Raw milk
4741,14,"Wool, silk-worm cocoons"
4742,15,"Manure treatment (conventional), storage and land application"
4743,16,"Manure treatment (biogas), storage and land application"
4744,17,"Forestry, logging and related service activities (02)"
4745,18,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
4746,19,Mining of coal and lignite; extraction of peat (10)
4747,20,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
4748,21,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
4749,22,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
4750,23,Mining of uranium and thorium ores (12)
4751,24,Mining of iron ores
4752,25,Mining of copper ores and concentrates
4753,26,Mining of nickel ores and concentrates
4754,27,Mining of aluminium ores and concentrates
4755,28,Mining of precious metal ores and concentrates
4756,29,"Mining of lead, zinc and tin ores and concentrates"
4757,30,Mining of other non-ferrous metal ores and concentrates
4758,31,Quarrying of stone
4759,32,Quarrying of sand and clay
4760,33,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
4761,34,Processing of meat cattle
4762,35,Processing of meat pigs
4763,36,Processing of meat poultry
4764,37,Production of meat products nec
4765,38,Processing vegetable oils and fats
4766,39,Processing of dairy products
4767,40,Processed rice
4768,41,Sugar refining
4769,42,Processing of Food products nec
4770,43,Manufacture of beverages
4771,44,Manufacture of fish products
4772,45,Manufacture of tobacco products (16)
4773,46,Manufacture of textiles (17)
4774,47,Manufacture of wearing apparel; dressing and dyeing of fur (18)
4775,48,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
4776,49,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
4777,50,Re-processing of secondary wood material into new wood material
4778,51,Pulp
4779,52,Re-processing of secondary paper into new pulp
4780,53,Paper
4781,54,"Publishing, printing and reproduction of recorded media (22)"
4782,55,Manufacture of coke oven products
4783,56,Petroleum Refinery
4784,57,Processing of nuclear fuel
4785,58,"Plastics, basic"
4786,59,Re-processing of secondary plastic into new plastic
4787,60,N-fertiliser
4788,61,P- and other fertiliser
4789,62,Chemicals nec
4790,63,Manufacture of rubber and plastic products (25)
4791,64,Manufacture of glass and glass products
4792,65,Re-processing of secondary glass into new glass
4793,66,Manufacture of ceramic goods
4794,67,"Manufacture of bricks, tiles and construction products, in baked clay"
4795,68,"Manufacture of cement, lime and plaster"
4796,69,Re-processing of ash into clinker
4797,70,Manufacture of other non-metallic mineral products n.e.c.
4798,71,Manufacture of basic iron and steel and of ferro-alloys and first products thereof
4799,72,Re-processing of secondary steel into new steel
4800,73,Precious metals production
4801,74,Re-processing of secondary preciuos metals into new preciuos metals
4802,75,Aluminium production
4803,76,Re-processing of secondary aluminium into new aluminium
4804,77,"Lead, zinc and tin production"
4805,78,"Re-processing of secondary lead into new lead, zinc and tin"
4806,79,Copper production
4807,80,Re-processing of secondary copper into new copper
4808,81,Other non-ferrous metal production
4809,82,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
4810,83,Casting of metals
4811,84,"Manufacture of fabricated metal products, except machinery and equipment (28)"
4812,85,Manufacture of machinery and equipment n.e.c. (29)
4813,86,Manufacture of office machinery and computers (30)
4814,87,Manufacture of electrical machinery and apparatus n.e.c. (31)
4815,88,"Manufacture of radio, television and communication equipment and apparatus (32)"
4816,89,"Manufacture of medical, precision and optical instruments, watches and clocks (33)"
4817,90,"Manufacture of motor vehicles, trailers and semi-trailers (34)"
4818,91,Manufacture of other transport equipment (35)
4819,92,Manufacture of furniture; manufacturing n.e.c. (36)
4820,93,Recycling of waste and scrap
4821,94,Recycling of bottles by direct reuse
4822,95,Production of electricity by coal
4823,96,Production of electricity by gas
4824,97,Production of electricity by nuclear
4825,98,Production of electricity by hydro
4826,99,Production of electricity by wind
4827,100,Production of electricity by petroleum and other oil derivatives
4828,101,Production of electricity by biomass and waste
4829,102,Production of electricity by solar photovoltaic
4830,103,Production of electricity by solar thermal
4831,104,"Production of electricity by tide, wave, ocean"
4832,105,Production of electricity by Geothermal
4833,106,Production of electricity nec
4834,107,Transmission of electricity
4835,108,Distribution and trade of electricity
4836,109,Manufacture of gas; distribution of gaseous fuels through mains
4837,110,Steam and hot water supply
4838,111,"Collection, purification and distribution of water (41)"
4839,112,Construction (45)
4840,113,Re-processing of secondary construction material into aggregates
4841,114,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
4842,115,Retail sale of automotive fuel
4843,116,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)"
4844,117,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
4845,118,Hotels and restaurants (55)
4846,119,Transport via railways
4847,120,Other land transport
4848,121,Transport via pipelines
4849,122,Sea and coastal water transport
4850,123,Inland water transport
4851,124,Air transport (62)
4852,125,Supporting and auxiliary transport activities; activities of travel agencies (63)
4853,126,Post and telecommunications (64)
4854,127,"Financial intermediation, except insurance and pension funding (65)"
4855,128,"Insurance and pension funding, except compulsory social security (66)"
4856,129,Activities auxiliary to financial intermediation (67)
4857,130,Real estate activities (70)
4858,131,Renting of machinery and equipment without operator and of personal and household goods (71)
4859,132,Computer and related activities (72)
4860,133,Research and development (73)
4861,134,Other business activities (74)
4862,135,Public administration and defence; compulsory social security (75)
4863,136,Education (80)
4864,137,Health and social work (85)
4865,138,Incineration of waste: Food
4866,139,Incineration of waste: Paper
4867,140,Incineration of waste: Plastic
4868,141,Incineration of waste: Metals and Inert materials
4869,142,Incineration of waste: Textiles
4870,143,Incineration of waste: Wood
4871,144,Incineration of waste: Oil/Hazardous waste
4872,145,"Biogasification of food waste, incl. land application"
4873,146,"Biogasification of paper, incl. land application"
4874,147,"Biogasification of sewage slugde, incl. land application"
4875,148,"Composting of food waste, incl. land application"
4876,149,"Composting of paper and wood, incl. land application"
4877,150,"Waste water treatment, food"
4878,151,"Waste water treatment, other"
4879,152,Landfill of waste: Food
4880,153,Landfill of waste: Paper
4881,154,Landfill of waste: Plastic
4882,155,Landfill of waste: Inert/metal/hazardous
4883,156,Landfill of waste: Textiles
4884,157,Landfill of waste: Wood
4885,158,Activities of membership organisation n.e.c. (91)
4886,159,"Recreational, cultural and sporting activities (92)"
4887,160,Other service activities (93)
4888,161,Private households with employed persons (95)
4889,162,Extra-territorial organizations and bodies
4890,0,Cultivation of paddy rice
4891,1,Cultivation of wheat
4892,2,Cultivation of cereal grains nec
4893,3,"Cultivation of vegetables, fruit, nuts"
4894,4,Cultivation of oil seeds
4895,5,"Cultivation of sugar cane, sugar beet"
4896,6,Cultivation of plant-based fibers
4897,7,Cultivation of crops nec
4898,8,Cattle farming
4899,9,Pigs farming
4900,10,Poultry farming
4901,11,Meat animals nec
4902,12,Animal products nec
4903,13,Raw milk
4904,14,"Wool, silk-worm cocoons"
4905,15,"Manure treatment (conventional), storage and land application"
4906,16,"Manure treatment (biogas), storage and land application"
4907,17,"Forestry, logging and related service activities (02)"
4908,18,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
4909,19,Mining of coal and lignite; extraction of peat (10)
4910,20,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
