,0
"('BG', 'Biogasification of paper, incl. land application')",0.0
"('BG', 'Biogasification of sewage slugde, incl. land application')",0.0
"('BG', 'Composting of food waste, incl. land application')",0.0
"('BG', 'Composting of paper and wood, incl. land application')",0.0
"('BG', 'Waste water treatment, food')",0.0
"('BG', 'Waste water treatment, other')",0.0
"('BG', 'Landfill of waste: Food')",0.00167545691917
"('BG', 'Landfill of waste: Paper')",0.000746443342442
"('BG', 'Landfill of waste: Plastic')",0.0
"('BG', 'Landfill of waste: Inert/metal/hazardous')",0.00086806200967
"('BG', 'Landfill of waste: Textiles')",0.0
"('BG', 'Landfill of waste: Wood')",0.0
"('BG', 'Activities of membership organisation n.e.c. (91)')",65.5014623675
"('BG', 'Recreational, cultural and sporting activities (92)')",69.2346458011
"('BG', 'Other service activities (93)')",57.1824467436
"('BG', 'Private households with employed persons (95)')",0.0
"('BG', 'Extra-territorial organizations and bodies')",0.0
"('CY', 'Cultivation of paddy rice')",0.0
"('CY', 'Cultivation of wheat')",9.87206812372
"('CY', 'Cultivation of cereal grains nec')",16.0472471019
"('CY', 'Cultivation of vegetables, fruit, nuts')",348.607559698
"('CY', 'Cultivation of oil seeds')",4.09542136449
"('CY', 'Cultivation of sugar cane, sugar beet')",0.0
"('CY', 'Cultivation of plant-based fibers')",0.0
"('CY', 'Cultivation of crops nec')",5.69412169469
"('CY', 'Cattle farming')",24.5317682017
"('CY', 'Pigs farming')",140.964936813
"('CY', 'Poultry farming')",143.05764195
"('CY', 'Meat animals nec')",70.9851676073
"('CY', 'Animal products nec')",5.81983603886
"('CY', 'Raw milk')",159.838758035
"('CY', 'Wool, silk-worm cocoons')",1.13541356442
"('CY', 'Manure treatment (conventional), storage and land application')",0.0
"('CY', 'Manure treatment (biogas), storage and land application')",0.0
"('CY', 'Forestry, logging and related service activities (02)')",32.5220260623
"('CY', 'Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)')",58.2417676791
"('CY', 'Mining of coal and lignite; extraction of peat (10)')",0.0
"('CY', 'Extraction of crude petroleum and services related to crude oil extraction, excluding surveying')",0.0
"('CY', 'Extraction of natural gas and services related to natural gas extraction, excluding surveying')",0.0
"('CY', 'Extraction, liquefaction, and regasification of other petroleum and gaseous materials')",0.0
"('CY', 'Mining of uranium and thorium ores (12)')",0.0
"('CY', 'Mining of iron ores')",0.0
"('CY', 'Mining of copper ores and concentrates')",181.212789195
"('CY', 'Mining of nickel ores and concentrates')",0.0
"('CY', 'Mining of aluminium ores and concentrates')",0.0
"('CY', 'Mining of precious metal ores and concentrates')",0.0
"('CY', 'Mining of lead, zinc and tin ores and concentrates')",0.0
"('CY', 'Mining of other non-ferrous metal ores and concentrates')",0.0
"('CY', 'Quarrying of stone')",76.5812200028
"('CY', 'Quarrying of sand and clay')",90.7125023386
"('CY', 'Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.')",0.199577674191
"('CY', 'Processing of meat cattle')",28.7716905519
"('CY', 'Processing of meat pigs')",178.691525899
"('CY', 'Processing of meat poultry')",122.081154071
"('CY', 'Production of meat products nec')",77.0209743556
"('CY', 'Processing vegetable oils and fats')",22.2215427224
"('CY', 'Processing of dairy products')",255.885399209
"('CY', 'Processed rice')",2.39396164503
"('CY', 'Sugar refining')",0.93150939996
"('CY', 'Processing of Food products nec')",549.906172225
"('CY', 'Manufacture of beverages')",104.482151563
"('CY', 'Manufacture of fish products')",41.9719304587
"('CY', 'Manufacture of tobacco products (16)')",38.1836916944
"('CY', 'Manufacture of textiles (17)')",102.469395246
"('CY', 'Manufacture of wearing apparel; dressing and dyeing of fur (18)')",148.710207168
"('CY', 'Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)')",37.8523184414
"('CY', 'Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)')",87.3371201985
"('CY', 'Re-processing of secondary wood material into new wood material')",0.0
"('CY', 'Pulp')",58.9122630199
"('CY', 'Re-processing of secondary paper into new pulp')",0.0
"('CY', 'Paper')",69.6222398597
"('CY', 'Publishing, printing and reproduction of recorded media (22)')",56.7464688152
"('CY', 'Manufacture of coke oven products')",0.0
"('CY', 'Petroleum Refinery')",4.54515990012
"('CY', 'Processing of nuclear fuel')",700.859390334
"('CY', 'Plastics, basic')",0.904644902738
"('CY', 'Re-processing of secondary plastic into new plastic')",0.0
"('CY', 'N-fertiliser')",0.0
"('CY', 'P- and other fertiliser')",0.0987459497569
"('CY', 'Chemicals nec')",276.20677485
"('CY', 'Manufacture of rubber and plastic products (25)')",230.969797769
"('CY', 'Manufacture of glass and glass products')",0.0
"('CY', 'Re-processing of secondary glass into new glass')",0.0
"('CY', 'Manufacture of ceramic goods')",5.41765158113
"('CY', 'Manufacture of bricks, tiles and construction products, in baked clay')",31.8106562187
"('CY', 'Manufacture of cement, lime and plaster')",247.869113944
"('CY', 'Re-processing of ash into clinker')",0.0
"('CY', 'Manufacture of other non-metallic mineral products n.e.c.')",14.7125343263
"('CY', 'Manufacture of basic iron and steel and of ferro-alloys and first products thereof')",44.632042651
"('CY', 'Re-processing of secondary steel into new steel')",0.0
"('CY', 'Precious metals production')",2.12702587362
"('CY', 'Re-processing of secondary preciuos metals into new preciuos metals')",0.0
"('CY', 'Aluminium production')",59.2108382642
"('CY', 'Re-processing of secondary aluminium into new aluminium')",0.0
"('CY', 'Lead, zinc and tin production')",8.44403330849
"('CY', 'Re-processing of secondary lead into new lead, zinc and tin')",0.0
"('CY', 'Copper production')",42.6403207975
"('CY', 'Re-processing of secondary copper into new copper')",0.0
"('CY', 'Other non-ferrous metal production')",0.325397452197
"('CY', 'Re-processing of secondary other non-ferrous metals into new other non-ferrous metals')",0.0
"('CY', 'Casting of metals')",0.0
"('CY', 'Manufacture of fabricated metal products, except machinery and equipment (28)')",687.31186283
"('CY', 'Manufacture of machinery and equipment n.e.c. (29)')",211.567684556
"('CY', 'Manufacture of office machinery and computers (30)')",241.582731976
"('CY', 'Manufacture of electrical machinery and apparatus n.e.c. (31)')",0.0
"('CY', 'Manufacture of radio, television and communication equipment and apparatus (32)')",0.0
"('CY', 'Manufacture of medical, precision and optical instruments, watches and clocks (33)')",0.0
"('CY', 'Manufacture of motor vehicles, trailers and semi-trailers (34)')",653.605050209
"('CY', 'Manufacture of other transport equipment (35)')",1045.97256278
"('CY', 'Manufacture of furniture; manufacturing n.e.c. (36)')",1.98950706082
"('CY', 'Recycling of waste and scrap')",0.0665180774978
"('CY', 'Recycling of bottles by direct reuse')",0.0
"('CY', 'Production of electricity by coal')",0.0
"('CY', 'Production of electricity by gas')",0.0
"('CY', 'Production of electricity by nuclear')",0.0
"('CY', 'Production of electricity by hydro')",0.0
"('CY', 'Production of electricity by wind')",28.7830069942
"('CY', 'Production of electricity by petroleum and other oil derivatives')",509.93893662
"('CY', 'Production of electricity by biomass and waste')",7.31568091491
"('CY', 'Production of electricity by solar photovoltaic')",35.4990419958
"('CY', 'Production of electricity by solar thermal')",0.0
"('CY', 'Production of electricity by tide, wave, ocean')",0.0
"('CY', 'Production of electricity by Geothermal')",0.0
"('CY', 'Production of electricity nec')",0.0
"('CY', 'Transmission of electricity')",49.6884238672
"('CY', 'Distribution and trade of electricity')",148.746361293
"('CY', 'Manufacture of gas; distribution of gaseous fuels through mains')",6.33683778285
"('CY', 'Steam and hot water supply')",0.529564929102
"('CY', 'Collection, purification and distribution of water (41)')",255.215447246
"('CY', 'Construction (45)')",5918.6775869
"('CY', 'Re-processing of secondary construction material into aggregates')",0.0
"('CY', 'Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries')",432.973607813
"('CY', 'Retail sale of automotive fuel')",52.1371582761
"('CY', 'Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)')",1936.14961969
"('CY', 'Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)')",1770.2922295
"('CY', 'Hotels and restaurants (55)')",3456.64426264
"('CY', 'Transport via railways')",193.759029301
"('CY', 'Other land transport')",334.636877671
"('CY', 'Transport via pipelines')",44.7732772355
"('CY', 'Sea and coastal water transport')",1685.31099971
"('CY', 'Inland water transport')",94.4755254081
"('CY', 'Air transport (62)')",631.177128126
"('CY', 'Supporting and auxiliary transport activities; activities of travel agencies (63)')",5369.73975808
"('CY', 'Post and telecommunications (64)')",97.2587594687
"('CY', 'Financial intermediation, except insurance and pension funding (65)')",5585.95689074
"('CY', 'Insurance and pension funding, except compulsory social security (66)')",611.396972784
"('CY', 'Activities auxiliary to financial intermediation (67)')",1677.78285005
"('CY', 'Real estate activities (70)')",1238.65264725
"('CY', 'Renting of machinery and equipment without operator and of personal and household goods (71)')",344.424889293
"('CY', 'Computer and related activities (72)')",3753.42689256
"('CY', 'Research and development (73)')",276.665618141
"('CY', 'Other business activities (74)')",1879.9943837
"('CY', 'Public administration and defence; compulsory social security (75)')",1938.97991073
"('CY', 'Education (80)')",1269.1525979
"('CY', 'Health and social work (85)')",936.224711958
"('CY', 'Incineration of waste: Food')",0.0
"('CY', 'Incineration of waste: Paper')",2.81889237519e-07
"('CY', 'Incineration of waste: Plastic')",0.0
"('CY', 'Incineration of waste: Metals and Inert materials')",0.0337401434509
"('CY', 'Incineration of waste: Textiles')",0.0
"('CY', 'Incineration of waste: Wood')",0.0
"('CY', 'Incineration of waste: Oil/Hazardous waste')",0.0173654923436
"('CY', 'Biogasification of food waste, incl. land application')",0.0
"('CY', 'Biogasification of paper, incl. land application')",0.0
"('CY', 'Biogasification of sewage slugde, incl. land application')",0.0
"('CY', 'Composting of food waste, incl. land application')",0.0213734186027
"('CY', 'Composting of paper and wood, incl. land application')",0.0
"('CY', 'Waste water treatment, food')",0.126662016823
"('CY', 'Waste water treatment, other')",0.234879079784
"('CY', 'Landfill of waste: Food')",0.0835484646439
"('CY', 'Landfill of waste: Paper')",0.0653819346555
"('CY', 'Landfill of waste: Plastic')",0.037680114758
"('CY', 'Landfill of waste: Inert/metal/hazardous')",0.074437134029
"('CY', 'Landfill of waste: Textiles')",0.0153309361362
"('CY', 'Landfill of waste: Wood')",0.0193171304211
"('CY', 'Activities of membership organisation n.e.c. (91)')",135.057370289
"('CY', 'Recreational, cultural and sporting activities (92)')",206.11673695
"('CY', 'Other service activities (93)')",271.336779833
"('CY', 'Private households with employed persons (95)')",158.308159698
"('CY', 'Extra-territorial organizations and bodies')",0.0
"('CZ', 'Cultivation of paddy rice')",0.0
"('CZ', 'Cultivation of wheat')",3339.7742148
"('CZ', 'Cultivation of cereal grains nec')",1514.70797781
"('CZ', 'Cultivation of vegetables, fruit, nuts')",856.923158587
"('CZ', 'Cultivation of oil seeds')",1536.21696485
"('CZ', 'Cultivation of sugar cane, sugar beet')",319.013244853
"('CZ', 'Cultivation of plant-based fibers')",0.427483162179
"('CZ', 'Cultivation of crops nec')",124.571272535
"('CZ', 'Cattle farming')",762.757394838
"('CZ', 'Pigs farming')",1018.17508503
"('CZ', 'Poultry farming')",1901.10740663
"('CZ', 'Meat animals nec')",301.819958314
"('CZ', 'Animal products nec')",43.2901307512
"('CZ', 'Raw milk')",2210.45265798
"('CZ', 'Wool, silk-worm cocoons')",4.8220746162
"('CZ', 'Manure treatment (conventional), storage and land application')",0.0
"('CZ', 'Manure treatment (biogas), storage and land application')",0.0
"('CZ', 'Forestry, logging and related service activities (02)')",2340.19202038
"('CZ', 'Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)')",175.006995957
"('CZ', 'Mining of coal and lignite; extraction of peat (10)')",1796.61789719
"('CZ', 'Extraction of crude petroleum and services related to crude oil extraction, excluding surveying')",507.315161243
"('CZ', 'Extraction of natural gas and services related to natural gas extraction, excluding surveying')",330.103949369
"('CZ', 'Extraction, liquefaction, and regasification of other petroleum and gaseous materials')",0.0
"('CZ', 'Mining of uranium and thorium ores (12)')",8.48668618295
"('CZ', 'Mining of iron ores')",5.48097753157
"('CZ', 'Mining of copper ores and concentrates')",0.0
"('CZ', 'Mining of nickel ores and concentrates')",0.0398711175806
"('CZ', 'Mining of aluminium ores and concentrates')",0.107692362699
"('CZ', 'Mining of precious metal ores and concentrates')",0.0
"('CZ', 'Mining of lead, zinc and tin ores and concentrates')",0.242576373372
