"country_sector_vec","ESRI_weight_1","ESRI_d_weight_1","ESRI_u_weight_1"
"('CN', 'Cultivation of cereal grains nec')","0.0113580348553235","0.0109427135315903","0.00157691224467886"
"('US', 'Chemicals nec')","0.0110549466399436","0.00911953471233712","0.00625177574156877"
"('RU', 'Extraction of crude petroleum and services related to crude oil extraction, excluding surveying')","0.0109185882132958","0.0108491359747468","0.00233473076614886"
"('US', 'Production of electricity by coal')","0.0107919234463936","0.0106466158948434","0.00051424030357977"
"('CN', 'N-fertiliser')","0.0107682796233511","0.0107677668699623","8.2855638323153e-05"
"('US', 'Manufacture of motor vehicles, trailers and semi-trailers (34)')","0.0107402428654153","0.00407791828606683","0.00946632396763022"
"('WA', 'Pigs farming')","0.0106902306335674","0.0106380632808569","0.00104672764030082"
"('DE', 'Supporting and auxiliary transport activities; activities of travel agencies (63)')","0.0104881890899526","0.0101560232372359","0.00382650974346446"
"('WA', 'Cultivation of crops nec')","0.0104847177747438","0.0103078792055282","0.000623852731414387"
"('DE', 'Incineration of waste: Paper')","0.0104707074698401","0.010462242359233","0.000229238439821268"
"('US', 'Manufacture of rubber and plastic products (25)')","0.0104157405940953","0.0089565144718404","0.00637427423676864"
"('DE', 'Biogasification of paper, incl. land application')","0.0103872042794192","0.0103871743361661","1.06258150690756e-05"
"('CN', 'Cultivation of oil seeds')","0.0103646317509306","0.0100673063220461","0.00133016067604994"
"('DE', 'Collection, purification and distribution of water (41)')","0.0102663969602621","0.0102641257651616","0.000158733493294099"
"('DE', 'Construction (45)')","0.0101947288709172","0.00820556190807116","0.00532406848392019"
"('DE', 'Production of electricity by wind')","0.0100677753302933","0.0100674632282181","0.000132560198544708"
"('WA', 'Inland water transport')","0.00963048112775087","0.00962531047203177","0.000130301165792475"
"('IT', 'Production of electricity by Geothermal')","0.00945718161579446","0.00945715852418801","1.65043351426971e-05"
"('BE', 'Incineration of waste: Metals and Inert materials')","0.00941250722446932","0.00939406814770918","0.000100794907101393"
"('US', 'Production of electricity by biomass and waste')","0.00936420047403383","0.00936419846400914","4.74632494718029e-06"
"('WA', 'Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)')","0.00926427691840859","0.00902953821948009","0.00465344623324343"
"('CN', 'Production of electricity by petroleum and other oil derivatives')","0.00923320255875201","0.00923311259725042","2.1128367062331e-05"
"('NL', 'Incineration of waste: Paper')","0.00922167400705286","0.00921203772191679","8.27361255648224e-05"
"('US', 'Public administration and defence; compulsory social security (75)')","0.00894372096830205","0.00751552204600787","0.00539859031730717"
"('DE', 'Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.')","0.00891980375939157","0.00891504404053388","8.9324747225533e-05"
"('DE', 'Incineration of waste: Food')","0.0088712938742101","0.00886570150901964","0.000162224693474244"
"('US', 'Manufacture of bricks, tiles and construction products, in baked clay')","0.00879047647662009","0.00878701376824695","0.000237974138653436"
"('TR', 'Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.')","0.00877444232192163","0.00877413664762302","2.56642031046978e-05"
"('ES', 'Production of electricity by solar thermal')","0.00873848266692564","0.00873847901078269","3.95107866394728e-06"
"('CN', 'Cultivation of crops nec')","0.00871086686413387","0.00867905369623326","0.000552718242008342"
"('JP', 'Mining of other non-ferrous metal ores and concentrates')","0.00864092994300414","0.00850102335170295","0.000353689053047227"
"('CN', 'Health and social work (85)')","0.00862508780928662","0.00209152131582462","0.00862503382406364"
"('WA', 'Sea and coastal water transport')","0.0085824258632391","0.00855668405150964","0.000860507858860711"
"('US', 'Processing of Food products nec')","0.00850825285750527","0.0047412121532593","0.00718609480843547"
"('WL', 'Retail sale of automotive fuel')","0.00845765677526256","0.0084538168691626","9.82120473446448e-05"
"('IT', 'Incineration of waste: Plastic')","0.00842693026615553","0.00841239431333839","0.000215716952966269"
"('WA', 'Air transport (62)')","0.00829487467510273","0.00763922817394323","0.00186026514820582"
"('WA', 'Construction (45)')","0.00809879057542799","0.00425305102789055","0.00670157594332221"
"('IN', 'Petroleum Refinery')","0.00786384605603051","0.00489765991025178","0.00606079708364635"
"('IT', 'Renting of machinery and equipment without operator and of personal and household goods (71)')","0.00785790856195255","0.00782913676878786","0.000568472351107269"
"('DE', 'Public administration and defence; compulsory social security (75)')","0.0078310436025922","0.00769999349880012","0.0016705651873758"
"('IN', 'Cultivation of paddy rice')","0.00782252742783528","0.00730385280282736","0.00116584654238184"
"('AU', 'Mining of coal and lignite; extraction of peat (10)')","0.00773523827831201","0.00747982062401048","0.00167753783779803"
"('US', 'Production of electricity by petroleum and other oil derivatives')","0.00769745016981223","0.00769571359887825","3.36033571715258e-05"
"('US', 'Manufacture of fabricated metal products, except machinery and equipment (28)')","0.00763921666450777","0.00446591052018004","0.00752213270444075"
"('IN', 'Construction (45)')","0.0075066786356503","0.00266103463883022","0.00701410088528431"
"('SE', 'Mining of lead, zinc and tin ores and concentrates')","0.00748365483982361","0.00748234161659991","2.50685997790067e-05"
"('DE', 'Transport via railways')","0.00740250964966143","0.00738193670146059","0.000779358412284826"
"('JP', 'Construction (45)')","0.00738044024306004","0.0023295357515665","0.00719781639585409"
"('WA', 'Transport via railways')","0.0073386859042431","0.0072648763438119","0.000673323662846626"
"('IT', 'Waste water treatment, food')","0.00733230126230734","0.00732450372910768","0.000114531920743261"
"('GB', 'Collection, purification and distribution of water (41)')","0.00719554984551199","0.00719359659500886","0.000163083419462981"
"('US', 'Education (80)')","0.00717109040665559","0.00144189543325496","0.00707196428847326"
"('WA', 'Other land transport')","0.00712415120188444","0.00700406266381685","0.00193771755208445"
"('FI', 'Mining of nickel ores and concentrates')","0.00710602355904815","0.00709833488677337","2.96987071773457e-05"
"('IT', 'Supporting and auxiliary transport activities; activities of travel agencies (63)')","0.00709005780703961","0.0068440315161912","0.00177763359561838"
"('IT', 'Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.')","0.00703404752063555","0.0070293646026635","4.04927262943758e-05"
"('US', 'Processing of dairy products')","0.00697155100722306","0.00580187366642022","0.00241686533895592"
"('WA', 'Manufacture of furniture; manufacturing n.e.c. (36)')","0.00692915449208106","0.0061445174885263","0.00233944546099762"
"('CN', 'Manufacture of radio, television and communication equipment and apparatus (32)')","0.00692455750235886","0.00374191320171515","0.00605099409413267"
"('WA', 'Extraction of crude petroleum and services related to crude oil extraction, excluding surveying')","0.00680021113177403","0.0066653728979014","0.00269202196239277"
"('US', 'Steam and hot water supply')","0.00677677793883263","0.00677363564207588","5.60498622548149e-05"
"('AU', 'Extraction of natural gas and services related to natural gas extraction, excluding surveying')","0.00677576170971728","0.0066070766224092","0.00138566411395568"
"('US', 'Incineration of waste: Paper')","0.00675655047639777","0.00675587770258875","2.97802118889418e-05"
"('JP', 'Manufacture of medical, precision and optical instruments, watches and clocks (33)')","0.00673300150928571","0.00672331545408174","0.000208878488135707"
"('JP', 'Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)')","0.00673267648809898","0.00650874448282505","0.00342606336211904"
"('DE', 'Manufacture of motor vehicles, trailers and semi-trailers (34)')","0.00664764160212224","0.00323702968798918","0.00601887122355361"
"('IE', 'Air transport (62)')","0.00659756004187907","0.00613321135844626","0.00146757290816869"
"('DE', 'Incineration of waste: Textiles')","0.00658922213348797","0.00658808260946871","4.21479403438359e-05"
"('US', 'Casting of metals')","0.00658009965433123","0.00644208916386918","0.00112038682176505"
"('US', 'Re-processing of secondary steel into new steel')","0.00653229551064737","0.00618667853295457","0.00233769311091199"
"('WL', 'Production of electricity by Geothermal')","0.00643909014622332","0.00643908358090461","4.66938063892472e-06"
"('WA', 'Petroleum Refinery')","0.00640588459471127","0.00473012855007904","0.00441818075558119"
"('US', 'N-fertiliser')","0.00632239339939865","0.00632206777554367","4.93139383309633e-05"
"('NL', 'Incineration of waste: Food')","0.00631364051873134","0.00630193846480284","8.07961914680448e-05"
"('WA', 'Plastics, basic')","0.00625129946030803","0.00613136340595187","0.00100181419379135"
"('IT', 'Recycling of waste and scrap')","0.00624844546075409","0.00624811289747328","2.78658230814666e-05"
"('WA', 'Production of electricity by gas')","0.00624771489612909","0.00617568526541226","0.000386517779633911"
"('DE', 'Production of electricity by solar photovoltaic')","0.00612277471349878","0.0061226560065204","4.63953649748889e-05"
"('DE', 'Incineration of waste: Metals and Inert materials')","0.00609326697969985","0.00606993242977218","0.000249651293007196"
"('CN', 'Mining of aluminium ores and concentrates')","0.00609268953290223","0.00609268627913997","6.79541905583469e-07"
"('WA', 'Public administration and defence; compulsory social security (75)')","0.00602875822876766","0.00495714245383638","0.00221042688352742"
"('JP', 'Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries')","0.00601822890954351","0.0057409379964419","0.00215015907472593"
"('AU', 'Manufacture of gas; distribution of gaseous fuels through mains')","0.0059095295714044","0.00589542789644794","0.000770121867990483"
"('JP', 'Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)')","0.00580379766896386","0.00558202245797534","0.00416021313955653"
"('CN', 'Manufacture of tobacco products (16)')","0.00576820610762164","0.0054836369197809","0.000585736661743388"
"('US', 'Paper')","0.00576599398839643","0.00439706920573727","0.00403436601016376"
"('CA', 'Production of electricity by hydro')","0.00576451155793935","0.00576338574043246","0.000132780043841792"
"('WM', 'Production of electricity by gas')","0.00572149816523526","0.00555640901081469","0.000695900734074619"
"('DE', 'Manufacture of machinery and equipment n.e.c. (29)')","0.00555023217558218","0.00414131565028329","0.00452438955800736"
"('KR', 'Petroleum Refinery')","0.00552518509675083","0.0039120156068629","0.00390639051354115"
"('TR', 'Mining of precious metal ores and concentrates')","0.00551674298409588","0.00549444746888225","0.000101975755091373"
"('US', 'Production of electricity by hydro')","0.00545779302548575","0.00545742123349033","9.84926990577624e-05"
"('WA', 'Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)')","0.00545680756775401","0.00522200049758249","0.00216555537747823"
"('ID', 'Processing vegetable oils and fats')","0.00540479272682988","0.00518212791911992","0.000507515424151025"
"('US', 'Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)')","0.00531880047644532","0.00472116813185791","0.00253047955197819"
"('CN', 'Other service activities (93)')","0.00531187696962308","0.00296120018481902","0.00468228055974192"
"('RU', 'Manufacture of coke oven products')","0.00529215909998273","0.00526671143699644","9.76327041328146e-05"
"('PT', 'Incineration of waste: Food')","0.00525709223160726","0.00525011549525049","2.70023352642655e-05"
"('JP', 'Manufacture of motor vehicles, trailers and semi-trailers (34)')","0.00523920840664716","0.00316170142965276","0.00473491441843896"
"('ES', 'Collection, purification and distribution of water (41)')","0.00519223308721711","0.00518783378166869","0.000148301816043722"
"('CN', 'Raw milk')","0.00515419624798395","0.00504103061941425","0.000681899297315919"
"('US', 'Landfill of waste: Textiles')","0.00507600268088624","0.00507580340375889","6.22196605156151e-06"
"('GB', 'Financial intermediation, except insurance and pension funding (65)')","0.00507461432778692","0.00472604231465412","0.00269309953576873"
